text,label
"я чувствую себя таким безнадежным и странным, и все, чего я действительно хочу, это исчезнуть",0
"я просто хочу, чтобы они вместе обнимались и пили пиво, и чтобы ни один из них не чувствовал себя замученным одновременно",3
"Я чувствую себя щедрым, я угощаю своих друзей ужином или устрою барбекю дома на нашем маленьком заднем дворе, пока погода еще хорошая и теплая.",1
я не хотел чувствовать себя униженным и начинал сожалеть о своем решении остаться,0
я чувствую себя немного более взволнованным,3
я чувствую себя нежеланным гостем в своей стране,0
"я не получу это для нее, я старался, честно, я сделал, и она заставляет меня чувствовать себя ужасно, из-за нее я чувствую себя плохим парнем",0
"я чувствую себя довольным, если не счастливым",1
"Я чувствую странную смесь чрезвычайной гордости и облегчения, что она находится на пути к своему сказочному будущему, но расстроена тем, что решила переехать жить в общежитие университета.",4
"мне смешно говорить все это, потому что книга продается миллионами экземпляров каждую неделю, и кажется, что я в этом меньшинстве.",5
"я боюсь жить один, живя далеко от них",4
"мне кажется, что мы все каким-то образом убедили себя, что эти действительно бессмысленные события каким-то образом значат для нас все",1
"мне грустно за тебя и меня, потому что я знаю, как сильно мы будем скучать по всему клану Пауэллов",0
"Я был очень доволен собой, когда колумбийцы, которые помнили грингу с велосипедом из Эль-Ампаро, взяли меня под свое крыло, поскольку они рассчитывали, что если мы справимся о лодке всей группой, мы получим скидку",1
"мне кажется, что я полностью облажался",3
"я чувствовал это действительно странное чувство изоляции, которое напугало бы меня, если бы я был один",5
я чувствую себя обреченной Кассандрой,0
"я чувствую стресс, мне нужно многому научиться, и я не могу уделять своему блогу время, которое мне бы хотелось",3
"Я обнаружил, что это имело огромное значение, особенно на пальце с кольцом, и моя кожа стала намного мягче и менее раздраженной.",3
я чувствую себя таким уязвимым,4
"мне не нужно знать, как и почему, все, что я знаю, это то, что я вырабатываю хорошие привычки, не чувствуя себя обделенным",0
я чувствую себя небрежным владельцем домашнего животного,0
"Я хотел объединиться со своей девушкой и принять участие в конкурсе «Sport amp Health», чтобы привести себя в тонус, сбросить лишние килограммы. Заниматься спортом пять дней в неделю, питаться здоровой пищей и чувствовать себя более энергичным.",1
я чувствую себя жертвой кого-то или чего-то,0
я проснулся с чувством тревоги,4
я не буду чувствовать себя обделенным и смогу придерживаться этого,0
я чувствую себя немного ворчливым из-за Ким,3
я чувствую себя таким подавленным по сравнению с дорогим href http eurodancemix,0
для меня большая честь быть рядом с действительно замечательными мамами и женщинами,1
"я чувствую себя таким мелочным, когда волнуюсь из-за всего этого, но на самом деле не это сделало меня таким, какой я есть",3
"я читаю, у меня такое чувство, будто я только что наслаждался насыщенным путешествием по истории заселения американского Запада, а также по ценностям, вере, силе духа, трудолюбию и радости, которые так легко лелеяли тогда и, надеюсь, сейчас",1
"Я чувствую возбуждение, я захожу в Omegle и занимаюсь секс-чатами, кибер-секс с парнями",2
"Помню, тогда мне было горько из-за того, что я не смог лопнуть воздушные шары и присоединиться к празднованию.",3
"я бы чувствовал себя беспомощным, обиженным, разочарованным и непонятым",4
"мне и Киёси за то, что поделились чувствами и воспоминаниями о таком деликатном личном периоде вашей жизни.",2
"я ослепил чувства, я имел в виду, мне нравилось глупо, я",2
"мне кажется, что те из нас, кто во Христе Иисусе, испытывают слишком много страданий",0
"мне сегодня очень грустно, и я не знаю, как это исправить",0
"Я продолжу испытывать отвращение каждый раз, когда случайно мельком увижу себя в зеркале или увижу результат импровизированной картинки.",3
"я не думаю, что мне нужно чувствовать себя прекрасно из-за того, что моя жена встречается с кем-то, чтобы все было в порядке, и это должно произойти",1
"Я просыпаюсь утром и вижу сексуальные сны, потому что чувствую себя очень возбужденным и нуждаюсь в трахе",2
"я люблю свою жизнь, даже когда она кажется слишком изолированной",0
"я имею в виду, что это были незначительные боли, так как рост был незначительным, но вы чувствуете, что тампоны и спазмы во время менструации в первый раз в жизни определенно не были в представлении моего отца о беззаботном отдыхе",1
"я чувствую, что у меня болит ступня, мое бедро немеет от колена до бедра, хотя я не набрала вес, я чувствую, что он смещается к середине, и я чувствую себя немного в ловушке этого разрушающегося тела",0
"Ранее я поделился телепрограммой, и еще одно незначительное разногласие перед сном заставило меня чувствовать себя отвергнутым и одиноким.",0
"Я испугался прямо перед тем, как получил вопросник для экзамена по части II",4
"я поняла, что устала чувствовать себя странно в отношениях с мальчиками",4
"у меня кружится голова, и у меня начинает болеть желудок, если я пропускаю прием пищи",4
я доволен последней частью и чувствую себя немного меланхолично,0
"мне повезло, что я так быстро попал в это путешествие, и для меня большая честь помочь",2
"я слушаю компакт-диск, я чувствую себя немного более уверенно и менее напряженным",1
"Думаю, я должен отдать должное этим придуркам, потому что, в конце концов, именно эти чувства рождают эти прекрасные слова, которые я произношу",2
"я помню, как всю встречу мне было так неловко",0
"я чувствую себя снежным шаром, который весь перетрясли, и я все еще жду, пока осядет пыль",4
"я чувствую, что благодаря ее чертам эта прическа выглядит очень элегантно",1
я прошу тебя не чувствовать давления из-за этого,4
"я чувствую, что ты это сделал, поэтому будь достаточно уверен в себе, чтобы сделать это",1
"я чувствую, что мне нужно какое-то божественное руководство, чтобы двигаться вперед в том, к чему меня призвал Бог",1
"я постоянно чувствую себя неудовлетворенным, отстраненным, незаинтересованным и без всякого интереса к тому, что я делаю в своей жизни, я ем",3
"Я очень горжусь тем, что большинство элементов в комнате каким-то образом проникли в мое тело",1
"должен признаться, что в этом случае я немного сомневаюсь по поводу вставки музыкального видео ниже",4
"я делаю или делаю сегодня - это бонус, потому что я чувствую, что сегодняшний день уже стоил того",1
"я чувствую, что Бог был милостив, отвечая на молитвы",1
"мне начинает казаться, что я знаю местность, в которой я так долго жил, онемев, теперь онемение кажется нормой, на этом история заканчивается, и здесь начинается сказка, я начинаю чувствовать себя счастливым",0
"в одном случае я поругалась со своим парнем во время ссоры я закрыла дверь перед его лицом он ушел, но вернулся на следующий день",3
"я чувствую себя намного лучше, и я скучал по себе",0
я чувствую себя мирно и спокойно,1
"Я чувствую себя очень стервозно, так что просто прекрати читать, если не хочешь услышать мою слезливую историю",3
"«Я чувствую, что воспоминание о странном» Джастина Арику попадает в последнюю категорию",4
"я не могу попытаться понять, каково это - удивиться землетрясению или увидеть вживую разрушительные картины, чтобы спастись от цунами",5
"Я записываюсь на пренатальную йогу и стараюсь чаще гулять и, надеюсь, в ближайшем будущем совершу несколько походов в спортзал не для того, чтобы набрать меньше веса, а для того, чтобы чувствовать себя лучше.",1
"я могу честно сказать, что это один раз в жизни, когда я чувствую себя законно жертвой",0
"я вижу каждый раз, когда ты чувствуешь, что мне очень хочется жить, чтобы съесть тебя",4
мне жаль полицейского,0
"Я очень устал и мне не хотелось ехать в церковь за милю. Я был в восторге от того, что был там, и наслаждался каждой минутой этого путешествия.",1
"я не планирую, чтобы меня избили, я предупреждал, чувствуя себя добродетельным",1
"я чувствовал, что этот человек разозлился на меня, потому что он не понял, что я пытался сказать, и поэтому снова последовала личная атака с вопросом, какая у меня национальность, из-за чего у меня такое дерьмовое лицо и бла-бла.",3
"я не слишком люблю поэзию, потому что чувствую, что она для плаксивых, драматичных людей",0
"я так его люблю, что хочу сжать его крепко и не так уж необычно",2
"я ненавижу чувствовать себя нерешительным, потому что сейчас я настроен негативно и не знаю, чего хочу",4
"я больше не злюсь из-за того, что они не сотрудничают",3
"На самом деле, вчера я пошла на пилатес, испытывая некоторое сожаление по поводу обуви, которую носила в тот день. Туфли, которые я часто называю «вонючими ногами, туфли Кэти».",0
"я просыпаюсь каждое утро, не зная, что, черт возьми, делать, и чувствую себя дерьмово, у меня горит живот и болят кости, а затем я каждый вечер ложусь спать с одним и тем же чувством",0
"я жевал сухарики, когда хотелось чего-нибудь сладкого",2
я не глубокий мыслитель и иногда ухожу с чувством депрессии и отсутствия вдохновения,0
"лично я считаю, что бог мягок и добр, но не думаю, что он хочет, чтобы я вступил со мной в дружбу",2
"я чувствую, что некоторым людям не следует отвечать, если они не внимательны и не серьезны",1
"мне нравится вдохновлять студентов на творческий подход, и больше всего мне нравится момент, когда они создают что-то, что заставляет их чувствовать себя успешными",1
"я был здоров, тогда эта легкая, но раздражающая простуда, а теперь новая простуда, из-за которой я чувствовал себя просто ужасно за прошедший день",0
"я чувствую, что здесь и в Нью-Йорке происходит что-то неприятное",0
"я чувствую себя особенно уязвимым из-за того, что со мной обращаются как с гражданином второго сорта",4
"я начал чувствовать удовольствие от алкоголя, и Джеральд немного позабавился и сказал, что, вероятно, увидит меня через полчаса.",1
"я помню, как я себя чувствовал, когда смотрел телевизор и видел Сару Рю в популярных программах, потому что она была для меня источником вдохновения",1
"я собираюсь заставить его прочитать Дайанну Уэйн Джонс, которую даже я не могу прочитать, и у него разовьется комплекс от осознания того, что он просто задает вопросы, на которые я не могу ответить, потому что он неуверенный в себе маленький придурок, которому нужно чувствовать свое превосходство над всеми вокруг него.",1
мне нравится атмосфера маленького городка и дружелюбные открытые вежливые разговоры,1
я чувствую себя чертовски великолепно,1
"Я оглядываюсь назад на тот момент своей писательской жизни, и мне немного стыдно, что есть часть меня, которая хочет завершить серию «Теория всего», а затем собрать идеи для истории и положить этому конец.",0
я скучаю по радости,1
"я подумал, что мы поступили неправильно, отменив это, и внезапно почувствовал себя неуверенно, говоря «да»",1
"я чувствую, что в романтических отношениях это необходимо, но слишком много может быть очень вредно в этом контексте, но это не моя проблема",2
"на первой миле у меня закололо в боку, я не чувствовал ног, было так холодно и т. д. и т. п.",3
я чувствую необходимость обратиться к моим любимым народам,1
"я испытываю страх или расстраиваюсь из-за какой-либо ситуации в своей жизни, мне стоит только заметить, что мое напоминание лежит прямо передо мной, и я начинаю повторять это утверждение снова и снова",4
я чувствую себя ужасно беспокойным,4
"у меня такое ощущение, что я читал блоги Лизы целую вечность, и было приятно наконец встретиться с ней и ее мальчиками, которых я сразу узнал",2
я был подавлен и чувствовал сомнения,4
"у меня нет денег, чтобы разобраться во всем этом, и я чувствую себя очень неряшливо",0
"Я чувствую себя очень сильным с тех пор, как две недели назад начал заниматься шредом, у меня появились новые мышцы",1
"я чувствую себя униженной, потому что мальчик должен вести меня через это, меня тошнит, я избегал танцев на протяжении всей фольклорной школы и не собираюсь рисковать этим",0
я чувствую себя ужасно из-за него и хочу подбодрить его,0
"я, конечно, звучу как какая-то низкопробная сучка, которая просто парирует то, что люди говорят, но что бы это ни было, что именно меня беспокоит, ну, держу пари, что это достигло одной из их целей, это то, что мне интересно, почему люди чувствуют себя такими развлекающимися, воодушевленными, взволнованными, взволнованными, когда они провоцируют чувства других",1
"я обижаюсь, если вы подвергаете сомнению мои результаты как несправедливые, говоря, что я ленивый и все такое, так почему",3
"я имею в виду, я знаю, каково это, когда семья ценит человека, если он дает деньги или еду на стол",1
"я чувствую твой запах, мне нравится, как ты пьешь кофе с таким достоинством, что ты ухмыляешься при виде интересных деталей, черные чернила проливают слова на белую бумагу, ты произносишь их губами, пока бегаешь, мне нравится, когда ты спрашиваешь меня, что ты думаешь",1
"я чувствую себя тем более уверенным, что не хочу этого оставлять",1
"Я не верю, что в этих чувствах можно винить исключительно отсутствие сочувствия к семейной жизни со стороны государственных политиков и работодателей, о чем, как кажется, свидетельствует анализ этого опроса.",0
"Я чувствовал себя настолько измученным, что все еще не закончил подготовку к сентябрю, которая по большей части прогрессировала, что мне больше не хотелось идти на сентябрь",0
"Я чувствую себя щедрым, давайте сделаем это href https www",2
"я испытываю меланхолию из-за прошлого, поскольку мои родители умерли, и я так и не сказал им, как я благодарен",0
"я не могу сказать, что это заставило меня чувствовать себя менее подавленным, тревожным, но к депрессии примешивается уверенность в том, что я смогу перейти на другую сторону, если продолжу ставить одну ногу перед другой",0
"мне повезло знать эти вещи, и я был бы неблагодарным, если бы не поделился ими с другими",0
вероятность провала экзамена,4
"Я думаю, что это обоснованная жалоба для тех, кто не желает иметь с этим дело. Этот аспект, я думаю, будет довольно субъективным, но он гарантирует, что моменты, основанные на укрытии, по-прежнему кажутся опасными, несмотря на то, что они находятся в укрытии.",3
"я просто улыбаюсь, потому что мне кажется невежливым не делать этого, если ты смотришь в глаза, я тоже ничего не могу с собой поделать",3
"Сегодня я чувствую упрямство, пришел домой и подумал, что ни за что не пойду скоро сделать МРТ",3
"мне было очень-очень больно из-за того, что я не поступил в полупрофессионал",0
"я чувствую себя смущенным, униженным, грустным, несчастным, заголовок, постоянная ссылка на то, что, если я уже влюбился",0
"Я мог острее чувствовать Блейка и чувствовать себя немного более деликатно, думаю, можно сказать",2
"Я чувствую стресс, переутомление и бегу в дыму",3
"думаю, я поговорил с достаточным количеством людей, чтобы понять, что мы все испытываем страх, впервые встречаясь с другими людьми",4
я чувствую невероятное облегчение,1
"я постепенно делаю это и чувствую себя вполне уверенным, что сделаю все это, прежде чем подойду слишком близко к проводу",1
"у меня были прекрасные отношения, мне так повезло, что в моей жизни был такой сильный мужчина, он действительно относился ко мне как к своей принцессе",2
"я спрыгнул и побрел в спа-центр, чувствуя себя очень довольным собой",1
"я чувствую беспокойство, иначе называемое бесполезным или ленивым, когда делаю длительные перерывы в писательстве",4
"Мне очень жаль, что мне пришлось принять эти радикальные меры и опубликовать это объявление, поскольку мне очень нравилось публиковать свои новые работы на Flickr и общаться с новыми людьми со всего мира.",0
"я не хочу закапывать топор войны, даже если это будет в моих интересах, просто потому, что я чувствую, что извинение перед человеком, который меня оскорбил, заставит меня почувствовать себя панком",3
"у меня много недостающей информации о том, как прошло ваше предыдущее финальное общение, как вы относитесь к этому парню и что вам в нем когда-либо нравилось, но я советую вам ни в коем случае не бояться его, если вы не хотите с ним общаться дальше, просто скажите ему это",2
"из-за этого я не чувствую себя расслабленным, когда сплю",1
"я действительно чувствовал себя фантастически после того, как составил этот список, и до сих пор чувствую это каждый раз, когда читаю его.",1
"я просыпаюсь, чувствуя себя ошеломленным после глубокого сна и запутанными, иногда утомительными снами, немного похожими на href http skdd",5
"иногда я чувствую себя довольно изолированным, поскольку мы живем в одном регионе, поэтому я часто думаю",0
"я хочу, чтобы вы почувствовали мой трепет и изумление перед этой удивительной вещью, которая происходит",1
"Я хочу просто утонуть в волнении и ажиотаже по поводу инаугурации. Меня все еще очень беспокоит то, где сейчас находятся Америка и мир.",0
"я чувствую вину за все, что я",0
"я был по уши занят, учился и чувствовал себя изрядно измученным.",0
"у меня огромная индивидуальность, и мне всегда кажется, что я иду скучным путем",0
"я работаю в компании, которая заставляет меня чувствовать, что меня ценят, даже если работа, которую я делаю, незначительна, я чувствую себя неотъемлемой частью их работы",1
"я чувствую себя более спокойно по поводу этого шага, чем К.",1
"мне кажется, что я бесполезен, как пыльные кролики",0
"я не чувствую, что он меня поддерживает или ободряет",2
"в конце концов я чувствую себя разбитым до конца дня и виноватым, что ничего не сделал",0
"после того, как я уволился с работы, я чувствую, что ненавижу ширину миниатюр классов",0
"я, наверное, так и сделаю, но по какой-то причине меня все это немного волнует",4
"Я привык быть на ногах до самого утра после подменыша, так что кто-нибудь чувствует себя общительным, позвоните мне или зайдите",1
"я чувствую себя истощенным морально и физически, и мне действительно нужно вернуться в лучшее место",0
я бы чувствовал себя более умиротворенным и спокойным,1
"на днях мне позвонили очень обнадеживающе, и я чувствую себя очень обнадеживающим",1
"я чувствую себя там нежеланным гостем, но не из-за нее или Гэри, я просто чувствую, что мне не следует возвращаться к ним",0
"Я могу подумать о том, чтобы бросить курить, основаны не на моих собственных нуждах и желаниях, а на нуждах и желаниях других. Шрамы заставляют других людей чувствовать себя неловко. Членовредительство заставляет друзей чувствовать, что они не оказывают достаточной поддержки. Обрезание - это то, что грустно делают подростки.",4
мне очень не хочется проходить через это,4
"мне кажется, что капуста, картофель и оленина были компонентами насыщенного рагу, а зерна граната должны были прорезать густую маслянистость остальной части блюда.",1
"я чувствую себя очень счастливой, что наконец-то нахожусь в хорошей жизни, могу быть в мире, знать, чего я хочу от мужа, и иметь возможность быстро это распознать",1
я не чувствовал энтузиазма к большинству постов,1
"я рад, что могу помочь другим посредством сострадания и выслушивания даров, которые Лорд Деф дал мне",1
"Я испытываю стресс из-за предстоящих событий, утопаю в чувстве перегруженности тем, как много мне нужно сделать, чтобы привести свой дом в порядок, и предстоящей длинной неделей, когда моего мужа не будет в городе.",3
я ненавижу чувствовать себя нуждающимся,0
"На этот раз у меня такое чувство, будто я превратился в скучного ненавистника.",0
"я чувствую себя беспомощным из-за того, что не могу помочь ему почувствовать себя лучше, но делаю все возможное, чтобы подбодрить его и думать позитивно, как это делает мама",4
"я в бешенстве, пытаюсь не забыть дышать и смеяться",4
"я чувствую себя неблагодарным, потому что все всегда пишут о своих друзьях, а я никогда этого не делал",0
я чувствую себя хромой женой,0
"я не знаю, просто это было так много вчера у нас в голове, что это было очень надоедливо, и мы все еще немного злимся из-за этого",3
"я чувствую, что есть ощущение, что Кения открыто взаимодействует, поддерживая Сираиси, вместо того, чтобы просто похлопать Сираиси по плечу",1
я радуюсь своему новому началу,1
последние несколько дней я чувствовал себя очень сентиментальным и задумчивым,0
"мне хочется отдать детей и сказать: «Ты думаешь, они такие милые»",1
"у меня на байке было запасное снаряжение, чтобы справиться с двумя проколами, но я чувствовал себя особенно параноиком по поводу гоночных шин, поскольку у меня уже было два прокола в предыдущие три раза, когда я вывозил их на тренировке.",4
"Я нашел хорошую статью, в которой вам не следует выступать посредником, если вы чувствуете угрозу или запугивание со стороны вашего бывшего, или ваша жизнь контролируется вашим бывшим, когда вашим бывшим манипулирует вашим ребенком",4
я просто в последнее время чувствую себя таким покорным,0
"я просто твердо убежден, что не могу мириться с насильственными методами достижения политических целей",3
"я чувствую себя беззаботным, молодым и удивительным",1
"я мог бы добавить совет, и рекомендации заставили меня почувствовать себя ценным",1
я чувствую некоторую неуверенность в отношении структуры портфеля ревалидации,4
"я чувствую себя не на своем месте, потому что я более расслаблен и неформальн",1
"я обнаруживаю, что в моменты, когда я чувствую, что меня не уважают или я не понимаю, как что-то может заставить меня чувствовать себя некомфортно, кажется, что вежливость только поощряет такие вещи продолжать происходить",1
"Я снова чувствую спешку, и это из-за нехватки времени, Джерри Спрингер, погода, внезапно ты хочешь включить порно, я очень смущен, но эй, позволь мне сделать это, пока ты наслаждаешься этим, я весело провел время, весело, весело, без твоей девчонки, без блока, так что шумиха вокруг этого",3
в этот момент я чувствовал себя обескураженным,0
"я искренне считаю, что образ Иисуса в этом фильме был неоправданно жестоким",3
"я могу спать на диване или на полу, если ты все еще чувствуешь себя трясущимся, - нежно предлагает он",4
"Я думаю, и к тому времени мне было очень грустно и грустно из-за людей в фильме, из-за интенсивного использования виолончели в саундтреке все кажется грустным",0
"добавлю, я не пробовал все это время, но чувствую, что быстро адаптируюсь и осваиваю техники, это одна из вещей, я поражен тем, что это заняло у меня так много времени",5
"я не чувствую такой радости, какую испытывают верующие, созерцая славу своего святого места, на меня напал ужас великой тьмы, страшный страх одолел меня",1
"мне очень грустно, что моя собственная девушка не может даже открыться мне или пообщаться со мной",0
"мне также становится любопытно, когда я читаю все материалы, потому что я не только хочу иметь глубокое понимание самого социального конструктивизма, но также я обнаружил, что этот модуль дает мне возможность понять философию каждого типа конструктивизма.",5
"Я постараюсь объяснить, что я чувствую, чтобы вы не подумали, что я неблагодарен за то, что мне повезло иметь ребенка",0
я просто чувствую себя каким-то бессердечным сейчас,3
"я чувствую себя богатым, как Соломон",1
я всегда чувствую себя немного оскорбленным лично,0
"я чувствую, что боюсь, что меня бросят",4
"мне пришлось их вынуть на некоторое время, и я почувствовал себя еще более расстроенным",4
"я знаю, что когда я чувствую себя расстроенным или угрюмым, я могу рассчитывать на то, что вы двое вернете мне улыбку",4
"Я чувствую себя наиболее очаровательным, когда я чувствую себя наиболее способным, наиболее уверенным в себе или наиболее созвучным своему разуму.",1
"я ничего не чувствовал, однако меня это беспокоило, потому что я не чувствовал, как это хлопает",3
"я должен испытывать сострадание к этой маленькой девочке, но мне кажется, что ее никогда не существовало",2
"мне просто очень нужны деньги прямо сейчас, и я чувствую себя какой-то жадной и противной тетушкой, которая не хочет все отдавать",3
"Я думаю, что чувствую себя немного бунтующим, поскольку становлюсь старше, и мне это нравится",3
"мне нужно забыть горе и, возможно, даже разозлиться",3
"мне кажется, что когда у тебя только один ребенок, время, которое ты проводишь с ним, тем более ценно",1
"мне также кажется, что это предположение грубо, как только им сообщают, что они женаты, следует следующий вопрос, есть ли у вас дети",3
"я слишком много думаю о том, как я сижу, как звучит мой голос, попала ли мне в рот еда, и о чувстве, что мне нужно обойти всех, чтобы не грубить",3
"я действительно отношусь к партнерскому маркетингу, добавьте вкусную ссылку http www",1
"мне это нравится, он заставляет меня чувствовать себя таким жадным",3
"темной ночью я почувствовал, что рядом со мной несколько человек и я не знал кто они",4
"«Я чувствую себя великолепно» — по моему скромному мнению, очень подходящее слово для описания нового альбома.",1
"Я знаю, что многие люди до сих пор чувствуют себя преданными Нилом Одоннеллом из-за его двух очень неудачных перехватов, и я понимаю, что это поражение находится на вершине списков большинства фанатов и самых душераздирающих моментов в истории спорта Питтсбурга, но я не смотрю на это таким образом.",0
"я начал испытывать к нему симпатию, потому что не хотел доктора",2
я не испытываю никакого чувства рыцарства или великодушия по отношению к побежденной оппозиции,0
я ненавижу чувство горечи,3
"я чувствую, как мир кружится вокруг меня, пока я лежу в постели, только после пары бокалов вина, но на меня это не действует, у меня появляются подозрения",4
"мне будет казаться, что это время прошло зря",0
